code,name
2834,臺企銀
2836,高雄銀
2838,聯邦銀
2845,遠東銀
2849,安泰銀
2850,新產
2851,中再保
2852,第一保
2855,統一證
2867,三商壽
2880,華南金
2881,富邦金
2882,國泰金
2883,凱基金
2884,玉山金
2885,元大金
2886,兆豐金
2887,台新金
2888,新光金
2889,國票金
2890,永豐金
2891,中信金
2892,第一金
2897,王道銀行
2901,欣欣
2903,遠百
2904,匯僑
2905,三商
2906,高林
2908,特力
2910,統領
2911,麗嬰房
2912,統一超
2913,農林
2915,潤泰全
2923,鼎固-KY
2929,淘帝-KY
2939,永邑-KY
2945,三商家購
3002,歐格
3003,健和興
3004,豐達科
3005,神基
3006,晶豪科
3008,大立光
3010,華立
3011,今皓
3013,晟銘電
3014,聯陽
3015,全漢
3016,嘉晶
3017,奇鋐
3018,隆銘綠能
3019,亞光
3021,鴻名
3022,威強電
3023,信邦
3024,憶聲
3025,星通
3026,禾伸堂
3027,盛達
3028,增你強
3029,零壹
3030,德律
3031,佰鴻
3032,偉訓
3033,威健
3034,聯詠
3035,智原
3036,文曄
3037,欣興
3038,全台
3040,遠見
3041,揚智
3042,晶技
3043,科風
3044,健鼎
3045,台灣大
3046,建��
3047,訊舟
3048,益登
3049,精金
3050,鈺德
3051,力特
3052,夆典
3054,立萬利
3055,蔚華科
3056,富華新
3057,喬鼎
3058,立德
3059,華晶科
3060,銘異
3062,建漢
3090,日電貿
3092,鴻碩
3094,聯傑
3130,一零四
3138,耀登
3149,正達
3164,景岳
3167,大量
3168,眾福科
3189,景碩
3209,全科
3229,晟鈦
3231,緯創
3257,虹冠電
3266,昇陽
3296,勝德
3305,昇貿
3308,聯德
3311,閎暉
3312,弘憶股
3321,同泰
3338,泰碩
3346,麗清
3356,奇偶
3376,新日興
3380,明泰
3406,玉晶光
3413,京鼎
3416,融程電
3419,譁裕
3432,台端
3437,榮創
3443,創意
3447,展達
3450,聯鈞
3454,晶睿
3481,群創
3494,誠研
3501,維熹
3504,揚明光
3515,華擎
3518,柏騰
3528,安馳
3530,晶相光
3532,台勝科
3533,嘉澤
3535,晶彩科
3543,州巧
3545,敦泰
3550,聯穎
3557,嘉威
3563,牧德
3576,聯合再生
3583,辛耘
3588,通嘉
3591,艾笛森
3592,瑞鼎
3593,力銘
3596,智易
3605,宏致
3607,谷崧
3617,碩天
3622,洋華
3645,達邁
3652,精聯
3653,健策
3661,世芯-KY
3665,貿聯-KY
3669,圓展
3673,TPK-KY
3679,新至陞
3686,達能
3694,海華
3701,大眾控
3702,大聯大
3703,欣陸
3704,合勤控
3705,永信
3706,神達
3708,上緯投控
3711,日月光投控
3712,永崴投控
3714,富采
3715,定穎投控
3716,中化控股
4104,佳醫
4106,雃博
4108,懷特
4119,旭富
4133,亞諾法
4137,麗豐-KY
4142,國光生
4148,全宇生技-KY
4155,訊映
4164,承業醫
4190,佐登-KY
4306,炎洲
4414,如興
4426,利勤
4438,廣越
4439,冠星-KY
4440,宜新實業
4526,東台
4532,瑞智
4536,拓凱
4540,全球傳動
4545,銘鈺
4551,智伸科
4552,力達-KY
4555,氣立
4557,永新-KY
4560,強信-KY
4562,穎漢
4564,元翎
4566,時碩工業
4569,六方科-KY
4571,鈞興-KY
4572,駐龍
4576,大銀微系統
4581,光隆精密-KY
4583,台灣精銳
4588,玖鼎電力
4720,德淵
4722,國精化
4736,泰博
4737,華廣
4739,康普
4746,台耀
4755,三福化
4763,材料-KY
4764,雙鍵
4766,南寶
4770,上品
4771,望隼
4807,日成-KY
4904,遠傳
4906,正文
4912,聯德控股-KY
4915,致伸
4916,事欣科
4919,新唐
4927,泰鼎-KY
4930,燦星網
4934,太極
4935,茂林-KY
4938,和碩
4942,嘉彰
4943,康控-KY
4949,有成精密
4952,凌通
4956,光鋐
4958,臻鼎-KY
4960,誠美材
4961,天鈺
4967,十銓
4968,立積
4976,佳凌
4977,眾達-KY
4989,榮科
4994,傳奇
4999,鑫禾
5007,三星
5203,訊連
5215,科嘉-KY
5222,全訊
5225,東科-KY
5234,達興材料
5243,乙盛-KY
5244,弘凱
5258,虹堡
5269,祥碩
5283,禾聯碩
5284,jpp-KY
5285,界霖
5288,豐祥-KY
5292,華懋
5306,桂盟
5388,中磊
5434,崇越
5469,瀚宇博
5471,松翰
5484,慧友
5515,建國
5519,隆大
5521,工信
5522,遠雄
5525,順天
5531,鄉林
5533,皇鼎
5534,長虹
5538,東明-KY
5546,永固-KY
5607,遠雄港
5608,四維航
5706,鳳凰
5871,中租-KY
5876,上海商銀
5880,合庫金
5906,台南-KY
5907,大洋-KY
6005,群益證
6024,群益期
6108,競國
6112,邁達特
6115,鎰勝
6116,彩晶
6117,迎廣
6120,達運
6128,上福
6133,金橋
6136,富爾特
6139,亞翔
6141,柏承
6142,友勁
6152,百一
6153,嘉聯益
6155,鈞寶
6164,華興
6165,浪凡
6166,凌華
6168,宏齊
6176,瑞儀
6177,達麗
6183,關貿
6184,大豐電
6189,豐藝
6191,精成科
6192,巨路
6196,帆宣
6197,佳必琪
6201,亞弘電
6202,盛群
6205,詮欣
6206,飛捷
6209,今國光
6213,聯茂
6214,精誠
6215,和椿
6216,居易
6224,聚鼎
6225,天瀚
6226,光鼎
6230,尼得科超眾
6235,華孚
6239,力成
6243,迅杰
6257,矽格
6269,台郡
6271,同欣電
6277,宏正
6278,台表科
6281,全國電
6282,康舒
6283,淳安
6285,啟��
6288,聯嘉
6405,悅城
6409,旭隼
6412,群電
6414,樺漢
6415,矽力*-KY
6416,瑞祺電通
6426,統新
6431,光麗-KY
6438,迅得
6442,光聖
6443,元晶
6446,藥華藥
6449,鈺邦
6451,訊芯-KY
6456,GIS-KY
6464,台數科
6472,保瑞
6477,安集
6491,晶碩
6504,南六
6505,台塑化
6515,穎崴
6525,捷敏-KY
6526,達發
6531,愛普*
6533,晶心科
6541,泰福-KY
6550,北極星藥業-KY
6552,易華電
6558,興能高
6573,虹揚-KY
6579,研揚
6581,鋼聯
6582,申豐
6585,鼎基
6591,動力-KY
6592,和潤企業
6598,ABC-KY
6605,帝寶
6606,建德工業
6625,必應
6641,基士德-KY
6655,科定
6657,華安
6658,聯策
6666,羅麗芬-KY
6668,中揚光
6669,緯穎
6670,復盛應用
6671,三能-KY
6672,騰輝電子-KY
6674,鋐寶科技
6689,伊雲谷
6691,洋基工程
6695,芯鼎
6698,旭暉應材
6706,惠特
6715,嘉基
6719,力智
6742,澤米
6743,安普新
6753,龍德造船
6754,匯僑設計
6756,威鋒電子
6757,台灣虎航
6768,志強-KY
6770,力積電
6776,展�眥篕�
6781,AES-KY
6782,視陽
6789,采鈺
6790,永豐實
6792,詠業
6796,晉弘
6799,來頡
6805,富世達
6806,森崴能源
6807,峰源-KY
6830,汎銓
6834,天二科技
6835,圓裕
6838,台新藥
6861,睿生光電
6862,三集瑞-KY
6863,永道-KY
6869,雲豹能源
6873,泓德能源
6885,全福生技
6887,寶綠特-KY
6890,來億-KY
6901,鑽石投資
6906,現觀科
6914,阜爾運通
6916,華凌
6919,康霈*
6923,中台
6928,攸泰科技
6931,青松健康
6933,AMAX-KY
6937,天虹
6952,大武山
6957,裕慶-KY
6958,日盛台駿
6962,奕力-KY
6965,中傑-KY
6994,富威電力
7705,三商餐飲
7722,LINEPAY
7732,金興精密
7736,虎山
8011,台通
8016,矽創
8021,尖點
8028,昇陽半導體
8033,雷虎
8039,台虹
8045,達運光電
8046,南電
8070,長華*
8072,陞泰
8081,致新
8101,華冠
8103,瀚荃
8104,錸寶
8105,凌巨
8110,華東
8112,至上
8114,振樺電
8131,福懋科
8150,南茂
8163,達方
8201,無敵
8210,勤誠
8213,志超
8215,明基材
8222,寶一
8249,菱光
8261,富鼎
8271,宇瞻
8341,日友
8367,建新國際
8374,羅昇
8404,百和興業-KY
8411,福貞-KY
8422,可寧衛
8429,金麗-KY
8438,昶昕
8442,威宏-KY
8443,阿瘦
8454,富邦媒
8462,柏文
8463,潤泰材
8464,億豐
8466,美吉吉-KY
8467,波力-KY
8473,山林水
8476,台境*
8478,東哥遊艇
8481,政伸
8482,商億-KY
8488,吉源-KY
8499,鼎炫-KY
8926,台汽電
8940,新天地
8996,高力
9802,鈺齊-KY
9902,台火
9904,寶成
9905,大華
9906,欣巴巴
9907,統一實
9908,大台北
9910,豐泰
9911,櫻花
9912,偉聯
9914,美利達
9917,中保科
9918,欣天然
9919,康那香
9921,巨大
9924,福興
9925,新保
9926,新海
9927,泰銘
9928,中視
9929,秋雨
9930,中聯資源
9931,欣高
9933,中鼎
9934,成霖
9935,慶豐富
9937,全國
9938,百和
9939,宏全
9940,信義
9941,裕融
9942,茂順
9943,好樂迪
9944,新麗
9945,潤泰新
9946,三發地產
9955,佳龍
9958,世紀鋼
03005P,T50正2元富46售01
03006X,元展06
03007X,元展07
03010X,元展10
03012X,元展12
03013X,元展13
030141,華新統一44購01
030142,華新統一44購02
030143,中華統一44購01
030144,長榮鋼統一47購01
030145,鴻海統一54購02
030146,廣宇統一47購01
030147,海悅統一44購02
030148,海悅統一44購03
030149,海悅統一47購01
03014X,元展14
030150,大同統一4A購02
030151,聯發科統一54購01
030153,志聖統一47購02
030154,陽明統一44購02
030155,神基統一44購02
030156,嘉晶統一49購01
030157,創意統一44購04
030158,群創統一44購01
030159,嘉澤統一44購04
03015X,元展15
030160,辛耘統一44購03
030161,辛耘統一47購02
030162,碩天統一44購02
030163,崇越統一44購01
030164,崇越統一47購01
030165,聯茂統一44購04
030166,聯茂統一46購01
030167,至上統一44購03
030168,元債2X元富4A購03
03016X,元展16
030172,大亞元富44購01
03017X,元展17
030180,台積電元富44購05
030182,聯發科元富44購06
030183,聯發科元富44購07
030199,大亞凱基44購02
03019X,元展19
030209,大同凱基44購01
03020X,元展20
030210,大同凱基44購02
030211,大同凱基44購03
03022X,富展01
030245,長榮鋼國票44購01
030265,大亞群益44購02
030268,合機群益44購01
030269,合機群益44購02
03026X,元展23
030273,台積電群益44購02
030274,台積電群益44購03
030275,台積電群益44購04
030279,大同群益44購01
03027X,元展24
030281,南亞科群益44購01
030283,裕民群益44購01
030284,漢翔群益44購01
030285,元大金群益44購01
030286,永豐金群益44購01
030290,上緯控群益44購01
030291,立積群益44購01
030294,矽力群益46購01
030298,力智群益44購01
030299,力智群益44購02
03029X,元展26
030306,T50反1元大44購01
03035X,元展32
030368,大亞富邦44購01
030369,大同富邦44購01
030373,辛耘兆豐44購02
03038X,元展35
030399,新唐國票48購01
03039X,元展36
030428,奇鋐永豐44購02
030433,華新統一44購03
030434,華新統一44購04
030435,中華統一44購02
030436,台達電統一46購02
030437,鴻海統一46購14
030438,鴻海統一48購03
030439,台積電統一54購01
030440,智邦統一44購01
030441,海悅統一48購01
030442,大同統一48購03
030443,南亞科統一45購01
030444,聯發科統一48購01
030446,志聖統一44購03
030447,一詮統一44購02
030448,一詮統一44購03
030449,一詮統一45購01
030450,一詮統一47購01
030451,一詮統一47購02
030452,國產統一47購01
030453,冠德統一47購01
030454,華固統一47購01
030455,陽明統一44購03
030456,萬海統一44購02
030457,奇鋐統一44購05
030458,奇鋐統一47購01
030459,欣興統一44購02
030460,嘉澤統一44購05
030461,碩天統一44購03
030462,日月光統一44購02
030463,崇越統一44購02
030465,達發統一44購02
030466,達發統一44購03
030467,至上統一44購04
030477,大同元富44購01
03047X,元展44
030484,T50反1凱基44購01
030489,華電凱基44購01
030490,華榮凱基44購01
030491,大亞凱基47購01
030492,大亞凱基47購02
030493,大亞凱基4C購01
030494,大亞凱基4C購02
03049X,元展46
030505,大同凱基4C購01
030506,大同凱基4C購02
030507,大同凱基4C購03
03050X,元展47
030514,漢翔凱基44購01
030519,奇鋐凱基44購02
030526,上緯控凱基44購01
030578,辛耘元大44購01
030596,華電群益44購01
030597,華榮群益44購01
030629,上緯控群益44購02
030652,金像電兆豐44購01
030696,華新統一46購01
030697,第一銅統一44購01
030698,海悅統一44購04
030699,台光電統一44購02
030700,一詮統一48購01
030702,國產統一44購01
030703,國產統一47購02
030705,冠德統一44購02
030706,冠德統一44購03
030707,冠德統一47購02
030709,華固統一44購02
030710,華固統一46購01
030711,漢翔統一44購03
030712,奇鋐統一44購06
030713,奇鋐統一44購07
030714,融程電統一46購01
030715,聯鈞統一47購01
030716,三福化統一47購01
030717,保瑞統一4C購02
030718,天虹統一47購01
030720,道瓊反凱基44購01
030738,大同凱基48購01
030739,大同凱基48購02
030740,大同凱基4C購04
03074X,元展69
03075X,元展70
030772,滬深2X群益44購01
030775,大亞群益44購03
030787,大同群益44購02
03093X,永豐金元大61展01
030940,華電凱基44購02
030953,裕民凱基44購01
030955,慧洋凱基44購01
030977,滬深2X元富44購01
030995,中石化群益44購01
031003,台積電群益44購05
031004,台積電群益46購09
031005,台積電群益48購01
031011,華新科群益44購01
031043,大同元大44購04
031082,T50正2統一44購01
031083,勤美統一44購01
031084,勤美統一46購01
031085,勤美統一48購01
031086,勤美統一48購02
031087,中華統一48購01
031088,鴻海統一44購06
031089,台積電統一44購05
031090,燿華統一44購02
031091,大同統一44購04
031092,大同統一44購05
031093,大同統一45購01
031094,大同統一4A購03
031095,大同統一4A購04
031096,大同統一54購01
031097,大同統一54購02
031098,台光電統一44購03
031099,聯發科統一44購07
031100,國產統一45購01
031101,冠德統一45購01
031102,冠德統一46購01
031103,華固統一45購01
031104,華固統一46購02
031105,華固統一4C購01
031106,長榮統一44購03
031107,長榮統一46購02
031108,陽明統一46購01
031109,晶豪科統一46購01
031110,碩天統一46購01
031111,上緯控統一44購02
031112,瑞智統一46購01
031113,瑞智統一4A購01
031150,南電第一44購01
031154,中石化凱基44購01
031188,緯穎凱基44購01
031211,大同國票44購01
031230,台積電統一47購02
031231,智邦統一4C購01
031232,大同統一44購07
031233,大同統一44購08
031234,技嘉統一44購01
031235,台光電統一44購04
031236,冠德統一44購04
031237,長榮航統一44購02
031238,慧洋統一44購01
031239,富邦金統一44購02
031240,晶豪科統一44購01
031241,智原統一44購01
031242,智原統一44購02
031243,智原統一44購03
031244,創意統一44購05
031245,牧德統一47購01
031246,上緯控統一47購02
031247,保瑞統一4C購03
031259,聯發科元富44購08
031263,長榮航元富44購01
031265,智原元富44購01
031277,三陽群益44購01
031308,南電群益44購01
031344,大同元大44購05
03134P,台積電凱基51售01
03135P,台積電凱基51售02
031382,智邦統一44購02
031384,鴻準統一47購01
031386,金像電統一44購01
031388,京元電統一46購01
031389,華固統一44購03
031391,辛耘統一46購05
031392,辛耘統一46購06
031394,帆宣統一48購01
031396,保瑞統一4C購04
031397,力智統一46購01
031398,力積電統一46購01
031400,南電統一44購01
031405,台積電永豐44購02
031432,T50反1元富44購03
031435,國巨元富44購01
031444,保瑞元富44購01
031481,國企2X群益44購01
031483,川湖群益44購02
031489,台積電群益48購02
031490,台積電群益48購03
031491,台積電群益48購04
031520,元債2X元大4A購01
031523,美債2X元大46購01
031603,創意凱基44購02
031647,光寶科統一44購01
031648,華航統一44購01
031650,長榮航統一44購03
031651,長榮航統一44購04
031652,長榮航統一44購05
031653,長榮航統一47購01
031654,雄獅統一44購01
031655,雄獅統一47購01
031656,創意統一47購02
031658,康舒統一46購01
031660,高力統一44購01
031661,高力統一45購02
031662,高力統一47購01
031663,高力統一47購02
031664,高力統一48購01
031665,高力統一54購01
031666,高力統一54購02
031667,高力統一54購03
031668,道瓊反元富44購01
031679,川湖群益44購03
031701,晶碩群益44購01
031721,創意國票45購01
031732,國企2X凱基44購01
031733,元債2X凱基4A購01
031735,美債2X凱基46購01
031737,美時凱基44購01
03174P,台積電凱基51售03
03175P,台積電凱基51售04
031821,保瑞元大44購03
031829,高力元大44購01
031832,電子類元大44購01
031859,上銀統一45購03
031860,南亞科統一45購02
031861,華固統一45購02
031862,奇鋐統一47購02
031863,碩天統一45購01
031864,凌華統一49購01
031865,勤誠統一51購01
031866,高力統一45購03
031867,高力統一55購01
031873,鴻海永豐45購03
031884,勤誠永豐45購01
031887,SGBR2X凱基45購01
031904,長榮航凱基45購01
031905,長榮航凱基45購02
031906,長榮航凱基45購03
031907,長榮航凱基45購04
03193P,群臺2X國票44售01
031950,台積電元大45購01
031990,高力元大45購01
032011,國企2X群益46購01
032028,華航群益45購01
032075,華新科國票46購01
032096,鴻海永豐45購04
032097,鴻海永豐46購04
032098,台積電永豐45購02
032099,台積電永豐45購03
032108,華榮統一46購03
032109,中環統一45購01
032110,海悅統一45購01
032111,英業達統一45購01
032112,友達統一45購01
032113,友達統一45購02
032114,美律統一48購01
032115,長榮統一45購06
032117,陽明統一45購02
032118,陽明統一45購03
032119,陽明統一45購04
032120,陽明統一45購05
032121,萬海統一45購01
032122,萬海統一45購02
032123,長榮航統一45購01
032124,長榮航統一45購02
032125,雄獅統一45購03
032127,智原統一45購03
032128,創意統一45購01
032129,創意統一45購02
032130,群創統一45購01
032131,日月光統一45購01
032132,凌華統一49購02
032133,愛普統一45購01
032134,勤誠統一47購01
032135,富邦媒統一47購01
032146,中石化群益45購01
032161,台驊控群益45購01
032172,創意群益45購01
032178,緯穎群益4B購01
032187,國企2X凱基45購01
032193,智邦凱基45購01
032194,智邦凱基45購02
032215,辛耘凱基45購01
032225,元日2X元富4B購01
032238,長榮航元富45購01
032239,長榮航元富45購02
032316,美時永豐45購01
032318,大同永豐45購01
03232P,T50正2國票44售02
032342,勤美統一45購01
032343,大亞統一45購02
032344,大亞統一45購03
032345,大亞統一47購01
032346,大亞統一49購01
032347,大亞統一49購02
032348,大亞統一49購03
032349,大亞統一4B購01
032350,第一銅統一45購02
032351,聯電統一45購01
032352,台達電統一45購04
032355,金像電統一45購01
032356,技嘉統一45購02
032357,美律統一45購01
032358,華新科統一45購02
032359,宏達電統一45購01
032360,冠德統一47購03
032361,陽明統一45購06
032362,陽明統一46購02
032363,長榮航統一55購01
032365,欣興統一45購02
032366,緯創統一45購02
032367,牧德統一46購01
032368,日月光統一45購02
032369,定穎控統一49購01
032371,致伸統一45購02
032372,致伸統一49購01
032373,遠雄港統一47購01
032374,樺漢統一45購02
032375,保瑞統一45購01
032376,力智統一47購01
032387,美債2X元富47購01
032393,大立光元富45購01
032400,南電元富45購01
032423,三陽凱基45購01
032429,南亞科凱基45購01
032450,高力凱基45購01
032451,高力凱基48購01
032452,高力凱基48購02
032453,高力凱基51購01
032454,高力凱基51購02
032460,國企2X群益48購01
032461,大亞群益45購01
032473,國產群益45購01
03248P,T50正2中信45售01
032516,智原元大45購01
032522,創意元大45購01
032534,緯穎元大45購01
032548,世紀鋼元大45購01
032576,台積電永豐45購04
032611,勤美統一47購01
032612,鴻海統一45購07
032613,台光電統一49購01
032614,威盛統一45購02
032616,聯發科統一45購05
032617,冠德統一51購01
032618,萬海統一45購03
032619,威健統一47購01
032620,牧德統一46購02
032621,碩天統一49購01
032622,材料統一4B購01
032623,致伸統一46購01
032624,遠雄港統一49購01
032625,凌華統一45購01
032627,矽力統一45購01
032628,矽力統一45購02
032630,保瑞統一45購02
032631,至上統一45購01
032632,潤泰新統一49購01
032634,世紀鋼統一47購02
032635,世紀鋼統一49購02
032641,國企2X凱基45購02
032642,中石化凱基45購01
032648,川湖凱基45購01
032663,定穎控凱基45購01
032664,定穎控凱基45購02
032665,定穎控凱基47購01
032666,定穎控凱基48購01
03266P,世芯群益45售01
032679,世紀鋼凱基45購01
032680,世紀鋼凱基47購01
032683,A50正2國票45購01
032706,神基國票47購01
032751,長榮航元大45購01
032782,三陽群益45購01
032790,慧洋群益46購01
032814,智邦第一45購01
032815,香港2X永豐45購01
032824,長榮永豐45購01
032833,T50反1凱基45購01
032839,國巨凱基45購01
032840,國巨凱基45購02
032841,國巨凱基48購01
032844,國產凱基45購01
032856,創意凱基45購01
032895,勤美統一47購02
032896,第一銅統一49購01
032897,三陽統一45購01
032898,國巨統一45購01
032899,國巨統一49購01
032900,國巨統一49購02
032901,海悅統一45購02
032902,英業達統一45購02
032903,台光電統一45購02
032904,立隆電統一49購01
032905,華新科統一45購03
032906,國產統一45購02
032907,國產統一45購03
032909,漢翔統一49購01
032910,雄獅統一45購04
032911,晶豪科統一45購01
032912,大立光統一47購01
032914,威健統一45購01
032915,威健統一49購01
032916,聯鈞統一45購01
032917,聯鈞統一48購01
032918,定穎控統一45購02
032919,瑞儀統一46購01
032921,同欣電統一51購01
032922,南電統一45購01
032923,至上統一48購01
032924,波力統一51購01
032925,波力統一55購01
032968,國巨元大45購01
03297P,T50正2永豐45售01
033020,滬深2X群益45購01
033036,國巨群益45購01
033042,長榮航群益45購01
033053,力積電第一45購01
033058,香港2X永豐45購02
033097,滬深2X凱基45購02
033105,信錦凱基45購01
033106,信錦凱基45購02
033107,信錦凱基45購03
033122,威健凱基45購01
033123,威健凱基45購02
033124,威健凱基45購03
033139,美時統一51購01
033140,裕隆統一45購01
033141,鴻海統一47購04
033142,鴻海統一55購01
033144,國巨統一45購02
033145,國巨統一45購03
033146,鴻準統一4B購01
033147,燿華統一48購01
033149,南亞科統一48購01
033150,聯發科統一45購06
